Ranking, Prime, Type, Coverage, Date with time, Date, Postcode, Year of birth
3,696,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-30 09:03:10,2022-03-30,3000,1990
1,709,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-30 09:04:20,2022-03-30,8000,1970
1,689,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-30 09:05:30,2022-03-30,8000,1980
4,766,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-30 09:06:43,2022-03-30,8000,1990
6,357,BMW - 220 2.0,Haftpflicht,2022-03-30 09:08:07,2022-03-30,1000,1970
No Ranking,No Price,BMW- 220 2.0,Haftpflicht,2022-03-30 09:09:16,2022-03-30,1000,1980
6,364,BMW - 220 2.0,Haftpflicht,2022-03-30 09:10:24,2022-03-30,1000,1990
3,310,BMW - 220 2.0,Haftpflicht,2022-03-30 09:11:34,2022-03-30,3000,1970
3,299,BMW - 220 2.0,Haftpflicht,2022-03-30 09:12:42,2022-03-30,3000,1980
5,316,BMW - 220 2.0,Haftpflicht,2022-03-30 09:13:51,2022-03-30,3000,1990
7,365,BMW - 220 2.0,Haftpflicht,2022-03-30 09:15:01,2022-03-30,8000,1970
5,352,BMW - 220 2.0,Haftpflicht,2022-03-30 09:16:11,2022-03-30,8000,1980
8,372,BMW - 220 2.0,Haftpflicht,2022-03-30 09:17:19,2022-03-30,8000,1990
5,487,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:18:32,2022-03-30,1000,1970
4,487,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:19:42,2022-03-30,1000,1980
6,527,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:20:51,2022-03-30,1000,1990
4,457,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:22:02,2022-03-30,3000,1970
3,459,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:23:14,2022-03-30,3000,1980
5,498,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:24:24,2022-03-30,3000,1990
4,504,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:25:34,2022-03-30,8000,1970
4,503,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:26:46,2022-03-30,8000,1980
7,544,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-30 09:28:28,2022-03-30,8000,1990
7,890,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:29:38,2022-03-30,1000,1970
5,868,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:30:48,2022-03-30,1000,1980
8,966,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:32:01,2022-03-30,1000,1990
5,794,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:33:12,2022-03-30,3000,1970
4,778,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:34:25,2022-03-30,3000,1980
7,866,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:35:38,2022-03-30,3000,1990
7,873,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:36:49,2022-03-30,8000,1970
8,852,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:38:00,2022-03-30,8000,1980
9,946,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-30 09:39:13,2022-03-30,8000,1990
6,354,VW - CC 1.4,Haftpflicht,2022-03-30 09:40:22,2022-03-30,1000,1970
4,341,VW - CC 1.4,Haftpflicht,2022-03-30 09:41:31,2022-03-30,1000,1980
6,361,VW - CC 1.4,Haftpflicht,2022-03-30 09:42:41,2022-03-30,1000,1990
3,307,VW - CC 1.4,Haftpflicht,2022-03-30 09:43:49,2022-03-30,3000,1970
3,296,VW - CC 1.4,Haftpflicht,2022-03-30 09:44:58,2022-03-30,3000,1980
4,314,VW - CC 1.4,Haftpflicht,2022-03-30 09:46:10,2022-03-30,3000,1990
7,362,VW - CC 1.4,Haftpflicht,2022-03-30 09:47:19,2022-03-30,8000,1970
5,349,VW - CC 1.4,Haftpflicht,2022-03-30 09:48:27,2022-03-30,8000,1980
8,369,VW - CC 1.4,Haftpflicht,2022-03-30 09:50:01,2022-03-30,8000,1990
3,431,VW - Caddy 1.2,Teilkasko,2022-03-30 09:51:11,2022-03-30,1000,1970
4,427,VW - Caddy 1.2,Teilkasko,2022-03-30 09:52:21,2022-03-30,1000,1980
4,460,VW - Caddy 1.2,Teilkasko,2022-03-30 09:53:32,2022-03-30,1000,1990
3,400,VW - Caddy 1.2,Teilkasko,2022-03-30 09:54:44,2022-03-30,3000,1970
3,397,VW - Caddy 1.2,Teilkasko,2022-03-30 09:55:54,2022-03-30,3000,1980
3,428,VW - Caddy 1.2,Teilkasko,2022-03-30 09:57:04,2022-03-30,3000,1990
4,448,VW - Caddy 1.2,Teilkasko,2022-03-30 09:58:16,2022-03-30,8000,1970
3,443,VW - Caddy 1.2,Teilkasko,2022-03-30 09:59:26,2022-03-30,8000,1980
5,476,VW - Caddy 1.2,Teilkasko,2022-03-30 10:00:37,2022-03-30,8000,1990
6,733,VW - Caddy 1.0,Vollkasko,2022-03-30 10:01:49,2022-03-30,1000,1970
4,711,VW - Caddy 1.0,Vollkasko,2022-03-30 10:02:59,2022-03-30,1000,1980
7,787,VW - Caddy 1.0,Vollkasko,2022-03-30 10:04:09,2022-03-30,1000,1990
5,648,VW - Caddy 1.0,Vollkasko,2022-03-30 10:05:38,2022-03-30,3000,1970
4,632,VW - Caddy 1.0,Vollkasko,2022-03-30 10:06:48,2022-03-30,3000,1980
5,699,VW - Caddy 1.0,Vollkasko,2022-03-30 10:07:58,2022-03-30,3000,1990
7,722,VW - Caddy 1.0,Vollkasko,2022-03-30 10:09:11,2022-03-30,8000,1970
6,700,VW - Caddy 1.0,Vollkasko,2022-03-30 10:10:21,2022-03-30,8000,1980
9,774,VW - Caddy 1.0,Vollkasko,2022-03-30 10:11:32,2022-03-30,8000,1990
7,323,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:12:43,2022-03-30,1000,1970
6,312,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:13:52,2022-03-30,1000,1980
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:15:01,2022-03-30,1000,1990
5,281,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:16:10,2022-03-30,3000,1970
4,271,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:17:21,2022-03-30,3000,1980
6,286,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:18:31,2022-03-30,3000,1990
8,330,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:19:40,2022-03-30,8000,1970
9,319,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:20:51,2022-03-30,8000,1980
10,337,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-30 10:22:00,2022-03-30,8000,1990
5,396,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:23:10,2022-03-30,1000,1970
5,391,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:24:43,2022-03-30,1000,1980
6,418,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:25:53,2022-03-30,1000,1990
3,364,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:27:03,2022-03-30,3000,1970
3,360,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:28:16,2022-03-30,3000,1980
5,387,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:29:26,2022-03-30,3000,1990
6,411,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:30:37,2022-03-30,8000,1970
4,404,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:31:50,2022-03-30,8000,1980
7,433,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-30 10:33:01,2022-03-30,8000,1990
5,599,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:34:12,2022-03-30,1000,1970
4,582,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:35:25,2022-03-30,1000,1980
7,639,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:36:37,2022-03-30,1000,1990
5,533,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:37:48,2022-03-30,3000,1970
4,520,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:39:15,2022-03-30,3000,1980
No Ranking,No Price,Skoda- Fabia Hatchback Modell,Vollkasko,2022-03-30 10:40:26,2022-03-30,3000,1990
5,595,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:41:37,2022-03-30,8000,1970
4,578,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:42:50,2022-03-30,8000,1980
9,634,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-30 10:44:01,2022-03-30,8000,1990
No Ranking,No Price,Mercedes-Benz- B-Klasse 1.5,,2022-03-30 18:37:41,2022-03-30,1000,1970
6,336,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:03:21,2022-03-31,1000,1970
5,325,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:04:31,2022-03-31,1000,1980
7,343,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:05:40,2022-03-31,1000,1990
5,292,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:06:52,2022-03-31,3000,1970
3,282,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:08:00,2022-03-31,3000,1980
4,298,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:09:10,2022-03-31,3000,1990
7,344,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:10:21,2022-03-31,8000,1970
6,332,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:11:30,2022-03-31,8000,1980
7,351,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-03-31 08:12:40,2022-03-31,8000,1990
7,482,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:13:53,2022-03-31,1000,1970
8,479,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:15:03,2022-03-31,1000,1980
9,518,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:16:13,2022-03-31,1000,1990
7,448,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:17:24,2022-03-31,3000,1970
6,447,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:18:56,2022-03-31,3000,1980
6,486,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:20:06,2022-03-31,3000,1990
8,496,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:21:18,2022-03-31,8000,1970
9,493,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:22:32,2022-03-31,8000,1980
9,534,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-03-31 08:23:42,2022-03-31,8000,1990
6,813,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:24:54,2022-03-31,1000,1970
5,788,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:26:07,2022-03-31,1000,1980
7,876,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:27:18,2022-03-31,1000,1990
5,716,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:28:29,2022-03-31,3000,1970
4,697,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:29:42,2022-03-31,3000,1980
5,775,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:30:53,2022-03-31,3000,1990
7,794,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:32:07,2022-03-31,8000,1970
5,771,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:33:35,2022-03-31,8000,1980
7,854,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-03-31 08:34:48,2022-03-31,8000,1990
7,339,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:36:00,2022-03-31,1000,1970
6,327,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:37:12,2022-03-31,1000,1980
7,346,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:38:21,2022-03-31,1000,1990
4,295,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:39:31,2022-03-31,3000,1970
3,285,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:40:43,2022-03-31,3000,1980
4,301,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:41:51,2022-03-31,3000,1990
7,347,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:43:01,2022-03-31,8000,1970
6,335,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:44:13,2022-03-31,8000,1980
10,354,Audi - A3 Benzin 1.2,Haftpflicht,2022-03-31 08:45:26,2022-03-31,8000,1990
3,433,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:46:36,2022-03-31,1000,1970
3,429,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:47:48,2022-03-31,1000,1980
5,462,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:49:00,2022-03-31,1000,1990
3,398,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:50:10,2022-03-31,3000,1970
3,396,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:51:41,2022-03-31,3000,1980
3,427,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:52:52,2022-03-31,3000,1990
5,444,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:54:02,2022-03-31,8000,1970
3,440,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:55:15,2022-03-31,8000,1980
6,473,Audi - A3 Benzin 1.2,Teilkasko,2022-03-31 08:56:27,2022-03-31,8000,1990
2,729,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 08:57:37,2022-03-31,1000,1970
2,708,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 08:58:49,2022-03-31,1000,1980
3,789,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 08:59:59,2022-03-31,1000,1990
1,642,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:01:09,2022-03-31,3000,1970
1,625,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:02:21,2022-03-31,3000,1980
3,696,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:03:32,2022-03-31,3000,1990
1,709,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:04:42,2022-03-31,8000,1970
1,689,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:05:54,2022-03-31,8000,1980
4,766,Audi - A3 Cabriolet Benzin 1.5,Vollkasko,2022-03-31 09:07:06,2022-03-31,8000,1990
6,357,BMW - 220 2.0,Haftpflicht,2022-03-31 09:08:15,2022-03-31,1000,1970
4,344,BMW - 220 2.0,Haftpflicht,2022-03-31 09:09:25,2022-03-31,1000,1980
6,364,BMW - 220 2.0,Haftpflicht,2022-03-31 09:10:54,2022-03-31,1000,1990
3,310,BMW - 220 2.0,Haftpflicht,2022-03-31 09:12:03,2022-03-31,3000,1970
3,299,BMW - 220 2.0,Haftpflicht,2022-03-31 09:13:12,2022-03-31,3000,1980
5,316,BMW - 220 2.0,Haftpflicht,2022-03-31 09:14:23,2022-03-31,3000,1990
7,365,BMW - 220 2.0,Haftpflicht,2022-03-31 09:15:32,2022-03-31,8000,1970
5,352,BMW - 220 2.0,Haftpflicht,2022-03-31 09:16:41,2022-03-31,8000,1980
8,372,BMW - 220 2.0,Haftpflicht,2022-03-31 09:17:51,2022-03-31,8000,1990
5,487,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:19:01,2022-03-31,1000,1970
4,487,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:20:11,2022-03-31,1000,1980
6,527,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:21:23,2022-03-31,1000,1990
4,457,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:22:32,2022-03-31,3000,1970
3,459,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:23:42,2022-03-31,3000,1980
5,498,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:24:53,2022-03-31,3000,1990
4,504,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:26:03,2022-03-31,8000,1970
4,503,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:27:13,2022-03-31,8000,1980
7,544,BMW - 214 Active Tourer Luxury,Teilkasko,2022-03-31 09:28:43,2022-03-31,8000,1990
7,890,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:30:05,2022-03-31,1000,1970
5,868,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:31:15,2022-03-31,1000,1980
8,966,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:32:26,2022-03-31,1000,1990
5,794,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:33:39,2022-03-31,3000,1970
3,778,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:34:49,2022-03-31,3000,1980
6,866,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:36:02,2022-03-31,3000,1990
7,873,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:37:16,2022-03-31,8000,1970
8,852,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:38:27,2022-03-31,8000,1980
9,946,BMW - 216 Active Tourer Diesel,Vollkasko,2022-03-31 09:39:38,2022-03-31,8000,1990
6,354,VW - CC 1.4,Haftpflicht,2022-03-31 09:40:49,2022-03-31,1000,1970
4,341,VW - CC 1.4,Haftpflicht,2022-03-31 09:41:58,2022-03-31,1000,1980
6,361,VW - CC 1.4,Haftpflicht,2022-03-31 09:43:06,2022-03-31,1000,1990
3,307,VW - CC 1.4,Haftpflicht,2022-03-31 09:44:17,2022-03-31,3000,1970
3,296,VW - CC 1.4,Haftpflicht,2022-03-31 09:45:26,2022-03-31,3000,1980
4,314,VW - CC 1.4,Haftpflicht,2022-03-31 09:46:35,2022-03-31,3000,1990
7,362,VW - CC 1.4,Haftpflicht,2022-03-31 09:47:45,2022-03-31,8000,1970
5,349,VW - CC 1.4,Haftpflicht,2022-03-31 09:48:54,2022-03-31,8000,1980
8,369,VW - CC 1.4,Haftpflicht,2022-03-31 09:50:03,2022-03-31,8000,1990
3,431,VW - Caddy 1.2,Teilkasko,2022-03-31 09:51:38,2022-03-31,1000,1970
4,427,VW - Caddy 1.2,Teilkasko,2022-03-31 09:52:48,2022-03-31,1000,1980
4,460,VW - Caddy 1.2,Teilkasko,2022-03-31 09:53:59,2022-03-31,1000,1990
3,400,VW - Caddy 1.2,Teilkasko,2022-03-31 09:55:11,2022-03-31,3000,1970
3,397,VW - Caddy 1.2,Teilkasko,2022-03-31 09:56:20,2022-03-31,3000,1980
3,428,VW - Caddy 1.2,Teilkasko,2022-03-31 09:57:32,2022-03-31,3000,1990
4,448,VW - Caddy 1.2,Teilkasko,2022-03-31 09:58:42,2022-03-31,8000,1970
3,443,VW - Caddy 1.2,Teilkasko,2022-03-31 09:59:52,2022-03-31,8000,1980
5,476,VW - Caddy 1.2,Teilkasko,2022-03-31 10:01:04,2022-03-31,8000,1990
6,733,VW - Caddy 1.0,Vollkasko,2022-03-31 10:02:14,2022-03-31,1000,1970
4,711,VW - Caddy 1.0,Vollkasko,2022-03-31 10:03:24,2022-03-31,1000,1980
7,787,VW - Caddy 1.0,Vollkasko,2022-03-31 10:04:37,2022-03-31,1000,1990
5,648,VW - Caddy 1.0,Vollkasko,2022-03-31 10:06:01,2022-03-31,3000,1970
4,632,VW - Caddy 1.0,Vollkasko,2022-03-31 10:07:11,2022-03-31,3000,1980
5,699,VW - Caddy 1.0,Vollkasko,2022-03-31 10:08:22,2022-03-31,3000,1990
7,722,VW - Caddy 1.0,Vollkasko,2022-03-31 10:09:34,2022-03-31,8000,1970
6,700,VW - Caddy 1.0,Vollkasko,2022-03-31 10:10:45,2022-03-31,8000,1980
9,774,VW - Caddy 1.0,Vollkasko,2022-03-31 10:11:55,2022-03-31,8000,1990
7,323,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:13:06,2022-03-31,1000,1970
6,312,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:14:15,2022-03-31,1000,1980
8,329,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:15:24,2022-03-31,1000,1990
5,281,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:16:35,2022-03-31,3000,1970
4,271,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:17:44,2022-03-31,3000,1980
6,286,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:18:53,2022-03-31,3000,1990
8,330,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:20:05,2022-03-31,8000,1970
9,319,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:21:14,2022-03-31,8000,1980
10,337,Skoda - Fabia Hatchback 1.2,Haftpflicht,2022-03-31 10:22:23,2022-03-31,8000,1990
5,396,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:23:35,2022-03-31,1000,1970
5,391,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:25:06,2022-03-31,1000,1980
6,418,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:26:16,2022-03-31,1000,1990
3,364,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:27:26,2022-03-31,3000,1970
3,360,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:28:38,2022-03-31,3000,1980
5,387,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:29:48,2022-03-31,3000,1990
6,411,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:30:59,2022-03-31,8000,1970
4,404,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:32:12,2022-03-31,8000,1980
7,433,Skoda - Fabia Hatchback 1.0,Teilkasko,2022-03-31 10:33:23,2022-03-31,8000,1990
5,599,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:34:34,2022-03-31,1000,1970
4,582,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:35:48,2022-03-31,1000,1980
7,639,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:36:59,2022-03-31,1000,1990
5,533,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:38:09,2022-03-31,3000,1970
4,520,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:39:36,2022-03-31,3000,1980
5,571,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:40:46,2022-03-31,3000,1990
5,595,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:41:57,2022-03-31,8000,1970
4,578,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:43:09,2022-03-31,8000,1980
9,634,Skoda - Fabia Hatchback Modell,Vollkasko,2022-03-31 10:44:20,2022-03-31,8000,1990
6,336,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:01:47,2022-04-01,1000,1970
5,321,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:02:58,2022-04-01,1000,1980
7,343,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:04:08,2022-04-01,1000,1990
5,292,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:05:21,2022-04-01,3000,1970
2,275,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:06:31,2022-04-01,3000,1980
4,298,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:07:40,2022-04-01,3000,1990
7,344,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:08:52,2022-04-01,8000,1970
6,332,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:10:02,2022-04-01,8000,1980
7,351,Mercedes-Benz - B-Klasse 1.5,Haftpflicht,2022-04-01 08:11:12,2022-04-01,8000,1990
7,482,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:12:25,2022-04-01,1000,1970
7,468,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:13:36,2022-04-01,1000,1980
9,515,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:14:47,2022-04-01,1000,1990
6,435,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:15:58,2022-04-01,3000,1970
3,420,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:17:28,2022-04-01,3000,1980
6,461,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:18:39,2022-04-01,3000,1990
8,496,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:19:51,2022-04-01,8000,1970
9,493,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:21:12,2022-04-01,8000,1980
9,534,Mercedes-Benz - B-Class 242/246,Teilkasko,2022-04-01 08:22:24,2022-04-01,8000,1990
6,813,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:23:36,2022-04-01,1000,1970
5,788,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:24:49,2022-04-01,1000,1980
7,876,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:26:01,2022-04-01,1000,1990
5,716,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:27:12,2022-04-01,3000,1970
4,697,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:28:26,2022-04-01,3000,1980
5,775,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:29:38,2022-04-01,3000,1990
7,794,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:30:51,2022-04-01,8000,1970
5,771,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:32:21,2022-04-01,8000,1980
7,854,Mercedes-Benz - B-Klasse Benzin W247 Modell 1.3,Vollkasko,2022-04-01 08:33:34,2022-04-01,8000,1990
7,339,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:34:44,2022-04-01,1000,1970
5,327,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:35:58,2022-04-01,1000,1980
7,346,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:37:10,2022-04-01,1000,1990
3,289,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:38:19,2022-04-01,3000,1970
3,265,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:39:33,2022-04-01,3000,1980
3,291,Audi - A3 Benzin 1.2,Haftpflicht,2022-04-01 08:40:44,2022-04-01,3000,1990
